matrix,Nrows,Ncols,Nnnz,AvgNnnz,Density,MaxRowNnnz,MinRowNnnz,StdRowNnnz,NDiags,NTrueDiags
gsm_106857,589446,589446,2.17589e+07,36.9142,6.26252e-05,106,12,15.6321,1.14158e+06,3
GT01R,7980,7980,430909,53.9986,0.00676674,90,1,11.1891,199,70
gupta1,31802,31802,2.16421e+06,68.0526,0.00213989,8413,3,360.303,21595,1
gupta2,62064,62064,4.24829e+06,68.4501,0.0011029,8413,3,356.023,21677,1
gupta3,16783,16783,9.32343e+06,555.528,0.0331006,14672,33,1233.52,33489,61
gyro,17361,17361,1.02116e+06,58.8191,0.003388,360,12,32.0506,7459,21
gyro_k,17361,17361,1.02116e+06,58.8191,0.003388,360,12,32.0506,7459,21
gyro_m,17361,17361,340431,19.609,0.00112948,120,4,10.6854,2395,7
H2O,67024,67024,2.21674e+06,33.0738,0.000493462,37,14,4.80106,29823,13
halfb,224617,224617,1.23878e+07,55.1509,0.000245533,120,12,11.992,257671,65
Hamrle1,32,32,98,3.0625,0.0957031,5,2,1.17094,31,1
Hamrle2,5952,5952,22162,3.72345,0.00062558,5,2,1.39729,4270,0
Hamrle3,1.44736e+06,1.44736e+06,5.51424e+06,3.80986,2.63228e-06,6,2,1.55149,1.00622e+06,0
hangGlider_1,360,360,3477,9.65833,0.0268287,319,2,16.5393,417,17
hangGlider_2,1647,1647,14754,8.95811,0.00543904,1463,2,35.9225,1845,15
hangGlider_3,10260,10260,92703,9.03538,0.000880641,9119,2,89.9759,11421,15
hangGlider_4,15561,15561,149532,9.60941,0.000617532,13831,2,110.835,17311,17
hangGlider_5,16011,16011,155246,9.69621,0.000605597,14231,2,112.427,17811,17
har_10NN,10299,10299,151736,14.7331,0.00143054,92,10,6.34221,16634,4
Hardesty1,938905,938905,1.21433e+07,12.9335,1.37751e-05,14,1,0.797603,5625,13
Harvard500,500,500,2636,5.272,0.010544,195,1,10.818,823,0
hcircuit,105676,105676,513072,4.85514,4.59437e-05,1399,1,7.89011,89688,5
heart1,3557,3557,1.38777e+06,390.153,0.109686,1120,56,123.921,6525,417
heart2,2339,2339,682797,291.918,0.124805,603,56,75.6387,4273,501
heart3,2339,2339,682797,291.918,0.124805,603,56,75.6387,4273,501
helm2d03,392257,392257,2.74194e+06,6.99015,1.78203e-05,9,4,0.141753,532921,3
helm3d01,32226,32226,428444,13.295,0.000412554,37,3,6.22203,60349,1
hep-th,8361,8361,31502,3.76773,0.000450632,50,0,4.30531,10706,2
HEP-th,27240,27240,342437,12.5711,0.000461494,562,0,15.8635,38687,0
HEP-th-new,27770,27770,352807,12.7046,0.000457494,562,0,15.9671,39241,0
hi2010,25016,25016,124126,4.96186,0.000198348,112,1,3.39116,15362,0
higgs-twitter,456626,456626,1.48558e+07,32.5339,7.12485e-05,1259,1,49.1363,732878,0
hollywood-2009,1.1399e+06,1.1399e+06,1.13891e+08,99.913,8.76503e-05,11468,1,271.865,1.92e+06,27
hood,220542,220542,1.07684e+07,48.8271,0.000221396,77,21,12.8182,354233,21
Hook_1498,1.49802e+06,1.49802e+06,6.09174e+07,40.6652,2.71459e-05,93,15,13.9538,58073,19
hor_131,434,434,4710,10.8525,0.0250058,41,4,4.28387,475,9
HTC_336_4438,226340,226340,904522,3.9963,1.76562e-05,7394,1,34.3458,77747,3
HTC_336_9129,226340,226340,883422,3.90308,1.72443e-05,7394,1,31.8842,77373,3
hugebubbles-00000,1.83181e+07,1.83181e+07,5.49402e+07,2.99922,1.6373e-07,3,2,0.0278969,1.45794e+07,4
hugebubbles-00010,1.94581e+07,1.94581e+07,5.83595e+07,2.99924,1.54139e-07,3,2,0.0275062,1.73249e+07,2
hugebubbles-00020,2.11981e+07,2.11981e+07,6.35804e+07,2.99934,1.41491e-07,3,2,0.0256895,1.87739e+07,2
hugetrace-00000,4.58848e+06,4.58848e+06,1.37583e+07,2.99843,6.53469e-07,3,2,0.0395429,3.67367e+06,4
hugetrace-00010,1.20574e+07,1.20574e+07,3.61644e+07,2.99934,2.48754e-07,3,2,0.0256934,6.64282e+06,2
hugetrace-00020,1.60024e+07,1.60024e+07,4.79976e+07,2.9994,1.87434e-07,3,2,0.0245023,9.82381e+06,2
hugetric-00000,5.82455e+06,5.82455e+06,1.7467e+07,2.99886,5.14866e-07,3,2,0.0336837,4.55457e+06,4
hugetric-00010,6.59276e+06,6.59276e+06,1.97717e+07,2.999,4.54893e-07,3,2,0.0315932,5.80381e+06,2
hugetric-00020,7.12279e+06,7.12279e+06,2.13616e+07,2.99904,4.21049e-07,3,2,0.030933,6.22971e+06,2
human_gene1,22283,22283,2.46696e+07,1107.11,0.0496839,7939,1,1409.12,44249,1
human_gene2,14340,14340,1.80684e+07,1260,0.0878661,7229,1,1375.14,28471,1
hvdc2,189860,189860,1.34727e+06,7.09614,3.73756e-05,60,1,3.84628,25027,5
hydr1,5308,5308,23752,4.47476,0.000843021,14,1,3.1363,8321,0
hydr1c,5308,5308,23752,4.47476,0.000843021,14,1,3.1363,8321,0
ia2010,216007,216007,1.02117e+06,4.72749,2.18858e-05,49,1,2.23325,31416,0
ibm32,32,32,126,3.9375,0.123047,8,2,1.36788,43,1
ibm_matrix_2,51448,51448,1.05661e+06,20.5374,0.000399188,5671,12,28.4033,11628,19
id2010,149842,149842,728264,4.86021,3.24356e-05,150,1,3.68899,26982,0
ifiss_mat,96307,96307,3.59993e+06,37.3798,0.000388131,59,6,13.2908,127535,63
igbt3,10938,10938,234006,21.3939,0.00195592,42,2,3.72706,16555,15
il2010,451554,451554,2.16446e+06,4.79337,1.06153e-05,90,1,2.29736,167844,0
Ill_Stokes,20896,20896,191368,9.15812,0.000438271,12,3,1.6444,37415,1
imagesensor,118758,118758,1.89317e+06,15.9414,0.000134234,26,4,3.71894,2059,35
impcol_a,207,207,572,2.76329,0.0133492,8,1,1.66725,89,0
impcol_b,59,59,312,5.28814,0.0896294,7,2,1.59502,54,6
impcol_c,137,137,411,3,0.0218978,8,1,1.44485,52,3
impcol_d,425,425,1339,3.15059,0.00741315,10,1,1.69314,82,3
impcol_e,225,225,1308,5.81333,0.025837,12,1,4.46227,120,2
in-2004,1.38291e+06,1.38291e+06,1.69171e+07,12.233,8.84582e-06,7753,0,37.23,209080,3
in2010,267071,267071,1.28172e+06,4.79916,1.79696e-05,53,1,2.49599,43314,0
indianpines_10NN,9144,9144,124656,13.6325,0.00149087,63,10,3.68243,12562,2
indochina-2004,7.41487e+06,7.41487e+06,1.94109e+08,26.1784,3.53053e-06,6985,0,215.83,2.27602e+06,5
init_adder1,1813,1813,11156,6.15334,0.00339401,1310,1,30.7773,3112,2
inlet,11730,11730,328323,27.99,0.00238619,41,1,7.86284,54,47
inline_1,503712,503712,3.68163e+07,73.0901,0.000145103,843,18,35.6321,486555,23
ins2,309412,309412,2.75148e+06,8.89262,2.87404e-05,309412,5,590.355,607775,3
internet,124651,124651,207214,1.66235,1.33361e-05,138,0,3.79278,70279,0
invextr1_new,30412,30412,1.79388e+06,58.986,0.00193956,214,4,39.2464,44154,9
iris_dataset_30NN,150,150,5518,36.7867,0.245244,59,30,6.864,190,72
italy_osm,6.68649e+06,6.68649e+06,1.4028e+07,2.09795,3.1376e-07,9,1,0.408225,1.05526e+06,2
jagmesh1,936,936,6264,6.69231,0.0071499,7,4,0.727501,359,5
jagmesh2,1009,1009,6865,6.80377,0.00674308,7,4,0.603217,487,7
jagmesh3,1089,1089,7361,6.75941,0.00620699,7,3,0.665954,431,3
jagmesh4,1440,1440,9504,6.6,0.00458333,7,3,0.808634,257,5
jagmesh5,1180,1180,7750,6.5678,0.00556593,7,3,0.844512,231,5
jagmesh6,1377,1377,8993,6.53086,0.00474282,7,3,0.865265,167,5
jagmesh7,1138,1138,7450,6.54657,0.0057527,7,4,0.843684,355,9
jagmesh8,1141,1141,7465,6.54251,0.00573401,7,4,0.845252,265,7
jagmesh9,1349,1349,9101,6.74648,0.0050011,7,4,0.670956,477,3
jan99jac020,6774,6774,38692,5.71184,0.0008432,68,2,5.82697,2929,2
jan99jac020sc,6774,6774,38692,5.71184,0.0008432,68,2,5.82697,2929,2
jan99jac040,13694,13694,82842,6.04951,0.000441764,68,2,6.28822,3248,2
jan99jac040sc,13694,13694,82842,6.04951,0.000441764,68,2,6.28822,3248,2
jan99jac060,20614,20614,127182,6.16969,0.000299296,68,2,6.47189,3269,2
jan99jac060sc,20614,20614,127182,6.16969,0.000299296,68,2,6.47189,3269,2
jan99jac080,27534,27534,171522,6.22946,0.000226246,68,2,6.5605,3269,2
jan99jac080sc,27534,27534,171522,6.22946,0.000226246,68,2,6.5605,3269,2
jan99jac100,34454,34454,215862,6.26522,0.000181843,68,2,6.61269,3269,2
jan99jac100sc,34454,34454,215862,6.26522,0.000181843,68,2,6.61269,3269,2
jan99jac120,41374,41374,260202,6.28902,0.000152004,68,2,6.64709,3269,2
jan99jac120sc,41374,41374,260202,6.28902,0.000152004,68,2,6.64709,3269,2
JapaneseVowelsSmall_10NN,9961,9961,131144,13.1657,0.00132173,30,10,3.1078,10624,4
jazz,198,198,5484,27.697,0.139884,100,1,17.4104,382,4
jgl009,9,9,50,5.55556,0.617284,9,3,1.94999,16,10
jgl011,11,11,76,6.90909,0.628099,11,4,2.77831,19,11
jnlbrng1,40000,40000,199200,4.98,0.0001245,5,3,0.140712,5,5
Journals,124,124,12068,97.3226,0.78486,124,19,22.7339,247,195
jpwh_991,991,991,6027,6.08174,0.00613697,16,1,2.60373,317,1
juba40k,40337,40337,144945,3.59335,8.90832e-05,34,1,2.71138,14325,2
k1_san,67759,67759,559774,8.26125,0.000121921,11,0,2.73883,59255,7
k3plates,11107,11107,378927,34.1161,0.00307158,58,15,5.54088,531,19
k49_norm_10NN,38547,38547,618158,16.0365,0.000416024,551,10,8.32436,72364,0
karate,34,34,156,4.58824,0.134948,17,1,3.82036,56,4
Kaufhold,8765,8765,42471,4.84552,0.000552826,28,1,2.28057,855,1
kineticBatchReactor_1,2052,2052,20600,10.039,0.00489229,460,1,20.7229,1579,1
kineticBatchReactor_2,4361,4361,44840,10.282,0.00235773,1166,1,33.0359,3539,1
kineticBatchReactor_3,5082,5082,53219,10.4721,0.00206062,1348,1,36.9526,4343,1
kineticBatchReactor_4,7105,7105,74869,10.5375,0.00148311,2426,1,48.5428,6449,1
kineticBatchReactor_5,7641,7641,80767,10.5702,0.00138335,2636,1,50.8005,6973,1
kineticBatchReactor_6,7773,7773,82500,10.6137,0.00136545,2678,1,51.1794,7069,1
kineticBatchReactor_7,7968,7968,84508,10.6059,0.00133106,2720,1,51.7763,7225,1
kineticBatchReactor_8,8052,8052,85194,10.5805,0.00131402,2720,1,51.9861,7319,1
kineticBatchReactor_9,8115,8115,86183,10.6202,0.00130871,2720,1,52.1877,7365,1
kkt_power,2.06349e+06,2.06349e+06,1.46127e+07,7.08151,3.43181e-06,96,1,7.40036,1.41847e+06,1
kmer_A2a,1.70728e+08,1.70728e+08,3.60585e+08,2.11204,1.23708e-08,40,1,0.564647,1.9409e+08,0
kmer_P1a,1.39353e+08,1.39353e+08,2.9783e+08,2.13723,1.53368e-08,40,1,0.636821,1.58605e+08,0
kmer_U1a,6.77162e+07,6.77162e+07,1.38779e+08,2.04941,3.02647e-08,35,1,0.365434,7.5844e+07,0
kmer_V1r,2.14005e+08,2.14005e+08,4.65411e+08,2.17477,1.01622e-08,8,1,0.563031,2.32927e+08,0
kmer_V2a,5.50424e+07,5.50424e+07,1.17218e+08,2.12959,3.869e-08,39,1,0.673107,6.19482e+07,0
kmnist_norm_10NN,10000,10000,156932,15.6932,0.00156932,140,10,7.36813,18718,0
kron_g500-logn16,65536,65536,4.91247e+06,74.9583,0.00114377,17998,0,312.505,128677,0
kron_g500-logn17,131072,131072,1.02284e+07,78.0362,0.000595369,29936,0,378.105,259469,0
kron_g500-logn18,262144,262144,2.11659e+07,80.7415,0.000308004,49163,0,453.732,517173,0
kron_g500-logn19,524288,524288,4.35623e+07,83.0884,0.000158479,80675,0,540.914,1.03677e+06,0
kron_g500-logn20,1.04858e+06,1.04858e+06,8.92397e+07,85.1056,8.1163e-05,131504,0,640.982,2.07237e+06,0
kron_g500-logn21,2.09715e+06,2.09715e+06,1.82083e+08,86.8239,4.14009e-05,213905,0,755.641,4.14251e+06,0
ks2010,238600,238600,1.1218e+06,4.70158,1.97049e-05,54,1,2.37472,38118,0
ky2010,161672,161672,787778,4.87269,3.01394e-05,81,1,3.12579,35488,0
L,956,956,3640,3.80753,0.00398277,4,2,0.404713,444,4
L-9,17983,17983,71192,3.95885,0.000220144,4,2,0.200032,342,2
la2010,204447,204447,980634,4.79652,2.34609e-05,581,1,3.44919,33476,0
laminar_duct3D,67173,67173,3.83308e+06,57.0628,0.00084949,89,1,37.8956,67751,81
lap_25,25,25,169,6.76,0.2704,9,4,1.81725,9,9
largebasis,440020,440020,5.5601e+06,12.636,2.87169e-05,14,4,1.15112,480079,17
laser,3002,3002,9000,2.998,0.000998668,4,1,0.81826,9,9
ldoor,952203,952203,4.65225e+07,48.8577,5.13102e-05,77,28,11.9466,978643,23
Lederberg,8843,8843,41601,4.7044,0.000531991,1098,0,20.6889,6795,0
LeGresley_2508,2508,2508,16727,6.66946,0.00265927,28,1,3.99017,662,3
LeGresley_4908,4908,4908,30482,6.21068,0.00126542,38,1,3.24327,5511,3
LeGresley_87936,87936,87936,593276,6.74668,7.67226e-05,56,1,3.33864,19575,3
lesmis,77,77,508,6.5974,0.0856806,36,1,6.00056,102,8
LF10,18,18,82,4.55556,0.253086,5,3,0.684935,7,7
LF10000,19998,19998,99982,4.9996,0.000250005,5,3,0.0244929,7,7
LFAT5,14,14,46,3.28571,0.234694,5,2,1.03016,11,5
LFAT5000,19994,19994,79966,3.9995,0.000200035,5,2,1.0002,11,7
lhr01,1477,1477,18592,12.5877,0.00852246,43,1,16.0175,1126,0
lhr02,2954,2954,37206,12.5951,0.00426375,43,1,16.0133,1129,0
lhr04,4101,4101,82682,20.1614,0.00491622,63,1,25.7633,3410,0
lhr04c,4101,4101,82682,20.1614,0.00491622,63,1,25.7633,3410,0
lhr07,7337,7337,156508,21.3313,0.00290736,63,1,26.2006,5456,0
lhr07c,7337,7337,156508,21.3313,0.00290736,63,1,26.2006,5456,0
lhr10,10672,10672,232633,21.7984,0.00204258,63,1,26.3588,7946,0
lhr10c,10672,10672,232633,21.7984,0.00204258,63,1,26.3588,7946,0
lhr11,10964,10964,233741,21.319,0.00194445,63,1,26.1836,8201,0
lhr11c,10964,10964,233741,21.319,0.00194445,63,1,26.1836,8201,0
lhr14,14270,14270,307858,21.5738,0.00151183,63,1,26.2689,10000,0
lhr14c,14270,14270,307858,21.5738,0.00151183,63,1,26.2689,10000,0
lhr17,17576,17576,381975,21.7328,0.0012365,63,1,26.3206,11913,0
lhr17c,17576,17576,381975,21.7328,0.0012365,63,1,26.3206,11913,0
lhr34,35152,35152,764014,21.7346,0.000618303,63,1,26.3194,11919,0
lhr34c,35152,35152,764014,21.7346,0.000618303,63,1,26.3194,11919,0
lhr71,70304,70304,1.52809e+06,21.7355,0.000309164,63,1,26.3187,11925,0
lhr71c,70304,70304,1.52809e+06,21.7355,0.000309164,63,1,26.3187,11925,0
li,22695,22695,1.35031e+06,59.4981,0.00262164,108,11,29.2054,2663,73
Lin,256000,256000,1.7664e+06,6.9,2.69531e-05,7,4,0.310242,7,7
linverse,11999,11999,95977,7.99875,0.000666618,9,5,1.00133,9,9
ljournal-2008,5.36326e+06,5.36326e+06,7.90231e+07,14.7342,2.74724e-06,2469,0,37.0025,7.76271e+06,3
lns_131,131,131,536,4.0916,0.0312336,11,1,3.46289,40,5
lns_3937,3937,3937,25407,6.45339,0.00163916,11,1,3.05556,311,5
lns_511,511,511,2796,5.47162,0.0107077,11,1,3.43669,74,5
lnsp_131,131,131,536,4.0916,0.0312336,11,1,3.46289,33,7
lnsp3937,3937,3937,25407,6.45339,0.00163916,11,1,3.05556,68,8
lnsp_511,511,511,2796,5.47162,0.0107077,11,1,3.43669,50,7
loc-Brightkite,58228,58228,428156,7.35309,0.000126281,1134,1,20.3556,61282,0
loc-Gowalla,196591,196591,1.90065e+06,9.66806,4.91786e-05,14730,1,53.5776,195442,0
lock1074,1074,1074,51588,48.0335,0.0447239,96,0,15.9755,573,83
lock2232,2232,2232,80352,36,0.016129,48,0,11.2336,271,39
lock3491,3491,3491,160444,45.9593,0.0131651,113,0,12.9543,911,77
lock_700,700,700,22175,31.6786,0.0452551,60,0,12.4061,711,35
Long_Coup_dt0,1.47015e+06,1.47015e+06,8.7089e+07,59.2381,4.02939e-05,756,20,6.6625,72247,17
Long_Coup_dt6,1.47015e+06,1.47015e+06,8.7089e+07,59.2381,4.02939e-05,756,20,6.6625,72247,17
lop163,163,163,935,5.7362,0.0351914,6,3,0.551943,42,9
lowThrust_1,584,584,6133,10.5017,0.0179824,225,0,13.2733,509,13
lowThrust_10,18260,18260,222005,12.158,0.000665827,7100,2,74.3076,14279,21
lowThrust_11,18368,18368,223801,12.1843,0.000663343,7142,2,74.5276,14363,21
lowThrust_12,18458,18458,224593,12.1678,0.000659215,7177,2,74.7097,14433,21
lowThrust_13,18476,18476,224897,12.1724,0.000658821,7184,2,74.7463,14447,21
lowThrust_2,2312,2312,26261,11.3586,0.00491287,898,2,26.3798,1867,19
lowThrust_3,7064,7064,80645,11.4163,0.00161613,2746,2,46.1844,5563,19
lowThrust_4,13562,13562,160947,11.8675,0.000875055,5273,2,64.0309,10625,21
lowThrust_5,16262,16262,198369,12.1983,0.000750112,6323,2,70.1243,12725,21
lowThrust_6,16928,16928,207349,12.2489,0.000723587,6582,2,71.547,13243,21
lowThrust_7,17378,17378,211561,12.1741,0.000700545,6757,2,72.4906,13593,21
lowThrust_8,17702,17702,216445,12.2271,0.000690721,6883,2,73.1644,13845,21
lowThrust_9,18044,18044,219589,12.1696,0.000674443,7016,2,73.867,14111,21
lp1,534388,534388,1.64342e+06,3.07533,5.75487e-06,249643,2,341.499,520421,3
lpl1,32460,32460,328036,10.1059,0.000311333,253,1,15.4772,52465,1
lshp1009,1009,1009,6865,6.80377,0.00674308,7,4,0.603217,487,7
lshp1270,1270,1270,8668,6.8252,0.00537417,7,4,0.571773,567,7
lshp1561,1561,1561,10681,6.84241,0.00438335,7,4,0.544751,653,7
lshp1882,1882,1882,12904,6.85654,0.00364322,7,4,0.52121,737,7
lshp2233,2233,2233,15337,6.86834,0.00307583,7,4,0.500466,819,7
lshp2614,2614,2614,17980,6.87835,0.00263135,7,4,0.482008,897,5
lshp_265,265,265,1753,6.61509,0.0249626,7,4,0.812031,195,5
lshp3025,3025,3025,20833,6.88694,0.00227668,7,4,0.465445,977,5
lshp3466,3466,3466,23896,6.8944,0.00198915,7,4,0.450476,1059,3
lshp_406,406,406,2716,6.68966,0.016477,7,4,0.74095,253,5
lshp_577,577,577,3889,6.74003,0.0116812,7,4,0.685332,325,7
lshp_778,778,778,5272,6.77635,0.00870996,7,4,0.640418,411,5
lund_a,147,147,2449,16.6599,0.113332,21,5,4.39619,45,27
lund_b,147,147,2441,16.6054,0.112962,21,5,4.41635,45,27
lung1,1650,1650,7419,4.49636,0.00272507,8,2,1.71384,346,6
lung2,109460,109460,492564,4.49995,4.11104e-05,8,2,1.93909,1506,2
luxembourg_osm,114599,114599,239332,2.08843,1.82238e-05,6,1,0.411209,22368,2
M10PI_n,682,682,1633,2.39443,0.00351089,8,1,0.66863,155,3
M10PI_n1,528,528,1317,2.49432,0.00472409,8,0,0.65998,97,3
m14b,214765,214765,3.35804e+06,15.6359,7.28045e-05,40,4,3.13118,313350,2
M20PI_n,1182,1182,2881,2.43739,0.00206209,12,1,0.653552,171,3
M20PI_n1,1028,1028,2547,2.47763,0.00241014,8,0,0.587222,97,3
m3plates,11107,11107,6639,0.597731,5.38157e-05,1,0,0.490356,1,1
M40PI_n,2182,2182,5341,2.44775,0.00112179,12,1,0.587661,171,3
M40PI_n1,2028,2028,5007,2.46893,0.00121742,8,0,0.545306,97,3
M6,3.50178e+06,3.50178e+06,2.10039e+07,5.99806,1.71286e-06,10,3,0.844716,5.44661e+06,2
M80PI_n,4182,4182,10261,2.45361,0.000586707,12,1,0.546827,171,3
M80PI_n1,4028,4028,9927,2.4645,0.000611842,8,0,0.52256,97,3
ma2010,157508,157508,776610,4.93061,3.13038e-05,67,1,3.11205,50150,0
mac_econ_fwd500,206500,206500,1.27339e+06,6.16653,2.98621e-05,44,1,4.43587,511,1
mahindas,1258,1258,7682,6.10652,0.00485415,69,1,9.54163,1084,1
majorbasis,160000,160000,1.75042e+06,10.9401,6.83756e-05,11,6,0.420847,22,22
man_5976,5976,5976,225046,37.6583,0.00630159,51,0,10.9752,289,39
marine1,400320,400320,6.22654e+06,15.5539,3.88537e-05,18,5,2.36077,21383,4
mario001,38434,38434,206156,5.3639,0.000139561,7,2,1.97615,50499,3
mario002,389874,389874,2.10124e+06,5.38954,1.38238e-05,7,2,1.96451,506813,3
mark3jac020,9129,9129,56175,6.15347,0.000674057,44,2,4.32797,679,3
mark3jac020sc,9129,9129,56175,6.15347,0.000674057,44,2,4.32797,679,3
mark3jac040,18289,18289,113435,6.20236,0.000339131,44,2,4.34126,679,3
mark3jac040sc,18289,18289,113435,6.20236,0.000339131,44,2,4.34126,679,3
mark3jac060,27449,27449,170695,6.21862,0.000226552,44,2,4.34555,679,3
mark3jac060sc,27449,27449,170695,6.21862,0.000226552,44,2,4.34555,679,3
mark3jac080,36609,36609,227955,6.22675,0.000170088,44,2,4.34767,679,3
mark3jac080sc,36609,36609,227955,6.22675,0.000170088,44,2,4.34767,679,3
mark3jac100,45769,45769,285215,6.23162,0.000136154,44,2,4.34893,679,3
mark3jac100sc,45769,45769,285215,6.23162,0.000136154,44,2,4.34893,679,3
mark3jac120,54929,54929,342475,6.23487,0.000113508,44,2,4.34977,679,3
mark3jac120sc,54929,54929,342475,6.23487,0.000113508,44,2,4.34977,679,3
mark3jac140,64089,64089,399735,6.23719,9.73207e-05,44,2,4.35036,679,3
mark3jac140sc,64089,64089,399735,6.23719,9.73207e-05,44,2,4.35036,679,3
matrix_9,103430,103430,2.12155e+06,20.5119,0.000198317,4057,12,17.7938,8802,31
matrix-new_3,125329,125329,2.67875e+06,21.3737,0.000170541,9358,12,42.7718,43835,33
mawi_201512012345,1.85712e+07,1.85712e+07,3.80403e+07,2.04836,1.10298e-07,1.63999e+07,1,3805.81,1.98937e+07,0
mawi_201512020000,3.59913e+07,3.59913e+07,7.44854e+07,2.06954,5.7501e-08,3.24813e+07,1,5414.41,3.92662e+07,0
mawi_201512020030,6.88633e+07,6.88633e+07,1.43415e+08,2.0826,3.02426e-08,6.30403e+07,1,7596.92,7.57753e+07,0
mawi_201512020130,1.28569e+08,1.28569e+08,2.70235e+08,2.10187,1.63482e-08,1.19192e+08,1,10512.1,1.41788e+08,0
mbeacxc,496,496,49920,100.645,0.202914,484,0,126.62,970,74
mbeaflw,496,496,49920,100.645,0.202914,484,0,126.62,970,74
mbeause,496,496,41063,82.7883,0.166912,489,0,126.422,969,29
mc2depi,525825,525825,2.10022e+06,3.99415,7.59597e-06,4,2,0.0763228,769,4
mcca,180,180,2659,14.7722,0.0820679,60,4,16.3601,107,16
mcfe,765,765,24382,31.8719,0.0416626,81,17,16.9113,188,39
md2010,145247,145247,700378,4.82198,3.31985e-05,68,1,3.33102,32026,0
me2010,69518,69518,335476,4.82574,6.94172e-05,73,1,3.27261,18454,0
meg1,2904,2904,58142,20.0213,0.0068944,411,1,25.7199,3492,0
meg4,5860,5860,46842,7.99352,0.00136408,1194,1,19.0421,6317,5
memplus,17758,17758,126150,7.10384,0.000400036,574,2,22.0354,25133,3
mesh1e1,48,48,306,6.375,0.132812,8,4,1.0333,71,7
mesh1em1,48,48,306,6.375,0.132812,8,4,1.0333,71,7
mesh1em6,48,48,306,6.375,0.132812,8,4,1.0333,71,7
mesh2e1,306,306,2018,6.59477,0.0215515,10,3,1.18784,253,3
mesh2em5,306,306,2018,6.59477,0.0215515,10,3,1.18784,253,3
mesh3e1,289,289,1889,6.53633,0.0226171,9,4,0.907234,181,7
mesh3em5,289,289,1889,6.53633,0.0226171,9,4,0.907234,181,7
mhd3200a,3200,3200,68026,21.2581,0.00664316,33,1,5.82636,58,45
mhd3200b,3200,3200,18316,5.72375,0.00178867,10,1,1.96547,19,9
mhd4800a,4800,4800,102252,21.3025,0.00443802,33,1,5.79951,58,45
mhd4800b,4800,4800,27520,5.73333,0.00119444,10,1,1.96027,19,9
mhda416,416,416,8562,20.5817,0.0494753,33,1,6.32213,58,45
mhdb416,416,416,2312,5.55769,0.0133598,10,1,2.03137,19,9
mi2010,329885,329885,1.57809e+06,4.78376,1.45013e-05,58,1,2.64446,72010,0
mice_10NN,1077,1077,13484,12.52,0.0116248,22,10,2.50734,896,12
micromass_10NN,571,571,9668,16.9317,0.0296527,148,10,13.5456,1088,4
mimo28x28_system,13251,13251,48737,3.67799,0.000277563,32,1,2.79038,7162,2
mimo46x46_system,13250,13250,48735,3.67811,0.000277593,32,1,2.79044,7168,2
mimo8x8_system,13309,13309,48872,3.6721,0.000275911,32,1,2.78728,7171,2
minnesota,2642,2642,6606,2.50038,0.000946396,5,1,0.748579,316,2
minsurfo,40806,40806,203622,4.99,0.000122286,6,1,0.175157,7,5
mip1,66463,66463,1.03528e+07,155.768,0.00234368,66395,4,350.744,132925,193
MISKnowledgeMap,2427,2427,57022,23.4948,0.00968061,80,1,13.2554,4656,0
mixtank_new,29957,29957,1.99504e+06,66.5968,0.00222308,154,11,38.335,42829,9
ML_Geer,1.504e+06,1.504e+06,1.1088e+08,73.7233,4.90181e-05,74,26,2.50687,9347,57
ML_Laplace,377002,377002,2.769e+07,73.4478,0.000194821,74,26,3.52481,4695,57
mn2010,259777,259777,1.2271e+06,4.72367,1.81836e-05,311,1,2.7599,47046,0
mnist_test_norm_10NN,10000,10000,145600,14.56,0.001456,41,10,4.21433,17874,0
mo2010,343565,343565,1.65657e+06,4.8217,1.40343e-05,84,1,2.91247,53318,0
mosfet2,46994,46994,1.49946e+06,31.9075,0.000678969,162,4,11.7072,25427,5
mouse_gene,45101,45101,2.89673e+07,642.276,0.0142408,8032,1,856.669,89919,1
ms2010,171778,171778,839980,4.88992,2.84665e-05,62,1,2.88541,25914,0
msc00726,726,726,34518,47.5455,0.0654896,88,22,18.5183,207,89
msc01050,1050,1050,29156,27.7676,0.0264454,128,5,17.5183,1453,9
msc01440,1440,1440,46270,32.1319,0.0223139,45,12,7.3294,2503,13
msc04515,4515,4515,97707,21.6405,0.00479303,27,6,4.96775,65,27
msc10848,10848,10848,1.22978e+06,113.364,0.0104503,723,45,48.0939,20595,35
msc23052,23052,23052,1.15481e+06,50.096,0.00217318,178,12,11.6231,41259,17
msdoor,415863,415863,2.02409e+07,48.6721,0.000117039,77,28,11.71,433199,21
m_t1,97578,97578,9.75357e+06,99.9567,0.00102438,237,48,28.5577,12965,75
mt2010,132288,132288,638668,4.82786,3.64951e-05,139,1,3.5889,23568,0
mult_dcop_01,25187,25187,193276,7.67364,0.000304667,22767,1,143.814,47955,2
mult_dcop_02,25187,25187,193276,7.67364,0.000304667,22767,1,143.814,47955,2
mult_dcop_03,25187,25187,193216,7.67126,0.000304572,22767,1,143.814,47954,2
Muu,7102,7102,170134,23.9558,0.0033731,49,12,9.98066,133,37
mycielskian10,767,767,44392,57.8774,0.0754595,383,9,51.9461,1516,0
mycielskian11,1535,1535,134710,87.759,0.057172,767,10,88.6036,3050,0
mycielskian12,3071,3071,407200,132.595,0.0431766,1535,11,148.802,6120,0
mycielskian13,6143,6143,1.22774e+06,199.86,0.0325346,3071,12,247.015,12262,0
