matrix,Nrows,Ncols,Nnnz,AvgNnnz,Density,MaxRowNnnz,MinRowNnnz,StdRowNnnz,NDiags,NTrueDiags,AvgNnnzDia,AvgNnnzELL,AvgNnnzHyb,AvgNnnzHdc
qh768,768,768,2934,3.82031,0.00497437,10,1,1.59475,344,3,0.0111056,0.382031,1.52175,0.448574
qh882,882,882,3354,3.80272,0.00431148,12,1,1.74304,373,3,0.010195,0.316893,1.45341,0.452814
qpband,20000,20000,45000,2.25,0.0001125,3,2,0.433013,7,7,0.321429,0.75,1.25296,0.243243
Queen_4147,4.14711e+06,4.14711e+06,3.29499e+08,79.4527,1.91586e-05,81,24,6.34166,94169,23,0.000843725,0.980898,7.58048,0.76209
radfr1,1048,1048,13299,12.6899,0.0121087,41,1,9.29429,232,0,0.0546978,0.309509,1.14568,0.81875
radiation,223104,223104,7.63769e+06,34.2338,0.000153443,3498,4,15.1567,109827,5,0.000311706,0.00978667,1.34839,0.610389
raefsky1,3242,3242,294276,90.7699,0.0279981,108,24,21.1926,721,129,0.125894,0.840462,1.66943,0.384057
raefsky2,3242,3242,294276,90.7699,0.0279981,108,24,21.1926,721,129,0.125894,0.840462,1.66943,0.384057
raefsky3,21200,21200,1.48877e+06,70.2249,0.0033125,80,32,6.327,839,87,0.0837007,0.877811,6.36734,0.439686
raefsky4,19779,19779,1.32861e+06,67.1728,0.00339617,177,18,15.9563,7033,87,0.00955109,0.379507,1.6893,0.377879
raefsky5,6316,6316,168658,26.7033,0.00422788,72,1,17.2852,1487,20,0.0179578,0.370879,1.24656,0.504735
raefsky6,3402,3402,137845,40.5188,0.0119103,165,1,32.0397,3120,55,0.0129868,0.245569,1.10254,0.306905
Ragusa16,24,24,81,3.375,0.140625,9,0,2.76605,32,2,0.105469,0.375,1.08129,0.351792
Ragusa18,23,23,64,2.78261,0.120983,7,0,1.95507,32,1,0.0869565,0.397516,1.18366,0.369385
rail_1357,1357,1357,8985,6.62122,0.00487931,11,3,1.88296,1953,3,0.00339028,0.601929,1.48115,0.346011
rail_20209,20209,20209,139233,6.88965,0.00034092,11,3,1.97149,18467,3,0.000373079,0.626332,1.52862,0.425697
rail_5177,5177,5177,35185,6.79641,0.00131281,11,3,1.94235,6301,3,0.00107862,0.617855,1.51057,0.376231
rail_79841,79841,79841,553921,6.9378,8.68952e-05,11,3,1.98583,52225,3,0.000132844,0.630709,1.53862,0.479274
Raj1,263743,263743,1.30246e+06,4.93838,1.87242e-05,40468,1,88.2915,208789,3,2.36525e-05,0.000122032,0.112763,0.416821
rajat01,6833,6833,43250,6.32958,0.000926325,1442,1,27.3103,8781,5,0.000720826,0.00438944,0.595886,0.325278
rajat02,1960,1960,11187,5.70765,0.00291207,541,1,17.065,2027,3,0.00281581,0.0105502,0.797571,0.39089
rajat03,7602,7602,32653,4.29532,0.000565025,52,1,1.12083,315,5,0.0136359,0.0826023,1.91011,0.453548
rajat04,1041,1041,9642,9.26225,0.00889745,661,1,27.346,1645,5,0.00563055,0.0140125,0.750769,0.321003
rajat05,301,301,1384,4.59801,0.0152758,26,1,2.07369,169,6,0.0272071,0.176846,1.50512,0.351316
rajat06,10922,10922,46983,4.30168,0.000393855,62,1,1.1183,377,5,0.0114103,0.069382,1.92227,0.455292
rajat07,14842,14842,63913,4.30623,0.000290138,72,1,1.11649,441,5,0.00976468,0.0598087,1.93108,0.45652
rajat08,19362,19362,83443,4.30963,0.000222582,82,1,1.11513,483,5,0.00892262,0.0525564,1.93777,0.457691
rajat09,24482,24482,105573,4.31227,0.00017614,92,1,1.11407,511,5,0.00843889,0.0468725,1.94302,0.458684
rajat10,30202,30202,130303,4.31438,0.000142851,102,1,1.11322,569,5,0.0075824,0.0422979,1.94724,0.459224
rajat11,135,135,812,6.01481,0.0445542,44,1,3.84512,111,8,0.0541875,0.1367,1.17228,0.323309
rajat12,1879,1879,12926,6.87919,0.00366109,1195,1,34.9128,3653,3,0.00188316,0.00575665,0.770937,0.295979
rajat13,7598,7598,48922,6.4388,0.000847433,5412,1,69.1466,15019,5,0.00042871,0.00118973,0.833362,0.266483
rajat14,180,180,1503,8.35,0.0463889,163,1,15.3172,347,5,0.0240634,0.051227,0.837036,0.285812
rajat15,37261,37261,443573,11.9045,0.000319489,2787,1,27.6076,63345,5,0.000187931,0.00427143,0.648719,0.320522
rajat16,94294,94294,641159,6.79957,7.21104e-05,28755,1,97.7293,75459,3,9.01095e-05,0.000236466,0.196186,0.446145
rajat17,94294,94294,641159,6.79957,7.21104e-05,28755,1,97.7293,75459,3,9.01095e-05,0.000236466,0.196186,0.446145
rajat18,94294,94294,485143,5.145,5.45634e-05,28747,1,96.9335,71184,3,7.22775e-05,0.000178975,0.17911,0.427721
rajat19,1157,1157,5399,4.66638,0.00403317,338,1,11.2792,1539,3,0.00303208,0.0138059,0.702957,0.336647
rajat20,86916,86916,605045,6.96126,8.00918e-05,29105,1,101.873,74360,3,9.36157e-05,0.000239178,0.183179,0.437357
rajat21,411676,411676,1.89337e+06,4.59918,1.11718e-05,118689,1,188.773,302017,3,1.52282e-05,3.87498e-05,0.0729381,0.419127
rajat22,39899,39899,197264,4.94408,0.000123915,3401,1,24.9689,16513,3,0.000299406,0.00145371,0.397233,0.494907
rajat23,110355,110355,556938,5.04679,4.57323e-05,3401,1,19.3716,24508,3,0.000205924,0.00148391,0.761289,0.550511
rajat24,358172,358172,1.94824e+06,5.43938,1.51865e-05,105296,1,180.116,293644,3,1.85237e-05,5.1658e-05,0.221665,0.421698
rajat25,87190,87190,607235,6.9645,7.98773e-05,29105,1,101.977,74384,3,9.3629e-05,0.000239289,0.180871,0.437858
rajat26,51032,51032,249302,4.88521,9.57284e-05,3401,1,22.7604,18517,3,0.000263823,0.0014364,0.451137,0.505845
rajat27,20640,20640,99777,4.83416,0.000234213,1801,1,16.8145,9355,3,0.000516746,0.00268415,0.550223,0.482233
rajat28,87190,87190,607235,6.9645,7.98773e-05,29105,1,101.977,74384,3,9.3629e-05,0.000239289,0.180871,0.437858
rajat29,643994,643994,4.86627e+06,7.55639,1.17336e-05,454521,1,773.927,1.05414e+06,3,7.16827e-06,1.6625e-05,0.0409729,0.329609
rajat30,643994,643994,6.17538e+06,9.58918,1.48902e-05,454746,1,784.58,1.05576e+06,5,9.08277e-06,2.10869e-05,0.0477848,0.316376
rajat31,4.69e+06,4.69e+06,2.03163e+07,4.33182,9.23629e-07,1252,1,1.10616,5047,5,0.000858296,0.00345992,1.98321,0.463967
ramage02,16830,16830,2.86635e+06,170.312,0.0101196,270,45,52.8571,5715,303,0.0298009,0.630785,1.80704,0.322512
rbsa480,480,480,17088,35.6,0.0741667,36,35,0.489898,870,0,0.0409195,0.988889,2.44944,0.355556
rbsb480,480,480,17088,35.6,0.0741667,36,35,0.489898,870,0,0.0409195,0.988889,2.44944,0.355556
rdb1250,1250,1250,7300,5.84,0.004672,6,4,0.383667,7,7,0.834286,0.973333,4.77999,0.454829
rdb1250l,1250,1250,7300,5.84,0.004672,6,4,0.383667,7,7,0.834286,0.973333,4.77999,0.454829
rdb200,200,200,1120,5.6,0.028,6,4,0.565685,7,7,0.8,0.933333,2.35488,0.444444
rdb200l,200,200,1120,5.6,0.028,6,4,0.565685,7,7,0.8,0.933333,2.35488,0.444444
rdb2048,2048,2048,12032,5.875,0.00286865,6,4,0.342327,7,7,0.839286,0.979167,5.80362,0.456311
rdb2048_noL,2048,2048,12032,5.875,0.00286865,6,4,0.342327,7,7,0.839286,0.979167,5.80362,0.456311
rdb3200l,3200,3200,18880,5.9,0.00184375,6,4,0.308221,7,7,0.842857,0.983333,6.91337,0.457364
rdb450,450,450,2580,5.73333,0.0127407,6,4,0.48074,7,7,0.819048,0.955556,3.20647,0.450262
rdb450l,450,450,2580,5.73333,0.0127407,6,4,0.48074,7,7,0.819048,0.955556,3.20647,0.450262
rdb5000,5000,5000,29600,5.92,0.001184,6,4,0.277128,7,7,0.845714,0.986667,8.2276,0.458204
rdb800l,800,800,4640,5.8,0.00725,6,4,0.424264,7,7,0.828571,0.966667,4.01203,0.453125
rdb968,968,968,5632,5.81818,0.00601052,6,4,0.406558,7,7,0.831169,0.969697,4.32333,0.453901
rdist1,4134,4134,94408,22.837,0.00552418,81,1,18.8002,459,0,0.0497537,0.281938,1.09341,0.900065
rdist2,3198,3198,56934,17.803,0.00556692,61,1,13.7562,406,0,0.0438498,0.291852,1.11917,0.887347
rdist3a,2398,2398,61896,25.8115,0.0107638,93,1,21.5441,316,72,0.081682,0.277543,1.08595,0.25699
reorientation_1,677,677,7326,10.8213,0.0159842,632,1,24.3518,829,11,0.0130534,0.0171223,0.606017,0.310098
reorientation_2,1544,1544,17910,11.5997,0.00751279,1448,1,36.9461,1857,15,0.00624649,0.00801087,0.517811,0.28685
reorientation_3,2513,2513,32166,12.7998,0.00509345,2360,1,47.2095,3001,17,0.00426519,0.00542366,0.422259,0.284449
reorientation_4,2717,2717,33630,12.3776,0.00455562,2552,1,49.0699,3241,15,0.00381908,0.00485017,0.42207,0.294187
reorientation_5,2904,2904,35590,12.2555,0.00422022,2728,1,50.7184,3461,15,0.00354103,0.00449249,0.411924,0.293205
reorientation_6,3006,3006,37342,12.4225,0.00413256,2824,1,51.6109,3581,15,0.003469,0.0043989,0.405675,0.294657
reorientation_7,3057,3057,37150,12.1524,0.00397528,2872,1,52.0333,3641,15,0.00333766,0.00423135,0.411355,0.292359
reorientation_8,3108,3108,37894,12.1924,0.00392291,2920,1,52.4658,3701,15,0.00329435,0.00417548,0.406283,0.292719
Reuters911,13332,13332,296076,22.2079,0.00166576,2265,0,66.741,25200,0,0.000881267,0.00980482,0.737778,0.345998
rgg010,10,10,76,7.6,0.76,10,4,1.95959,19,11,0.4,0.76,1.80276,0.307942
rgg_n_2_15_s0,32768,32768,320480,9.78027,0.00029847,24,0,3.15509,916,0,0.0106772,0.407511,1.53356,0.972806
rgg_n_2_16_s0,65536,65536,684254,10.4409,0.000159315,27,0,3.24781,1434,0,0.00728095,0.3867,1.48115,0.978587
rgg_n_2_17_s0,131072,131072,1.45751e+06,11.1199,8.4838e-05,28,0,3.34422,1974,0,0.00563318,0.397139,1.43711,0.985163
rgg_n_2_18_s0,262144,262144,3.09457e+06,11.8048,4.50319e-05,31,0,3.44855,3390,0,0.00348225,0.380801,1.57722,0.987233
rgg_n_2_19_s0,524288,524288,6.53953e+06,12.4732,2.37907e-05,30,0,3.54345,6018,0,0.00207264,0.415772,1.51916,0.988652
rgg_n_2_20_s0,1.04858e+06,1.04858e+06,1.37832e+07,13.1447,1.25358e-05,36,0,3.62826,7922,0,0.00165927,0.365131,1.47306,0.992502
rgg_n_2_21_s0,2.09715e+06,2.09715e+06,2.8976e+07,13.8168,6.58838e-06,37,0,3.73264,9528,0,0.00145013,0.373428,1.60405,0.995477
rgg_n_2_22_s0,4.1943e+06,4.1943e+06,6.07184e+07,14.4764,3.45144e-06,36,0,3.81233,14384,0,0.00100642,0.402122,1.54732,0.996582
rgg_n_2_23_s0,8.38861e+06,8.38861e+06,1.27003e+08,15.1399,1.80482e-06,40,0,3.89471,20624,0,0.000734092,0.378498,1.49608,0.997547
rgg_n_2_24_s0,1.67772e+07,1.67772e+07,2.65114e+08,15.802,9.41876e-07,40,0,3.98007,30600,0,0.000516407,0.395051,1.62401,0.998179
ri2010,25181,25181,125750,4.99384,0.000198318,44,1,2.96347,20930,0,0.000238597,0.113496,1.22709,0.546095
rim,22560,22560,1.01495e+06,44.989,0.00199419,112,1,26.5756,960,84,0.0468635,0.401687,1.17778,0.344121
RM07R,381689,381689,3.7465e+07,98.1557,0.000257162,295,1,68.685,286539,162,0.000342556,0.332731,1.2403,0.294055
rma10,46835,46835,2.374e+06,50.6886,0.00108228,145,4,27.7806,17367,25,0.00291867,0.349577,1.24314,0.536629
road_central,1.40818e+07,1.40818e+07,3.38668e+07,2.405,1.70788e-07,8,1,0.929259,1.03639e+06,0,2.32055e-06,0.300626,1.43111,0.931447
roadNet-CA,1.97128e+06,1.97128e+06,5.53321e+06,2.80691,1.4239e-06,12,0,1.00528,114016,2,2.46186e-05,0.233909,1.88211,0.564856
roadNet-PA,1.09092e+06,1.09092e+06,3.0838e+06,2.82678,2.59119e-06,9,0,1.02578,66412,2,4.25644e-05,0.314087,1.89571,0.565485
roadNet-TX,1.39338e+06,1.39338e+06,3.84332e+06,2.75827,1.97955e-06,12,0,1.03703,71598,2,3.85243e-05,0.229855,1.8307,0.562912
road_usa,2.39473e+07,2.39473e+07,5.77086e+07,2.40981,1.0063e-07,9,1,0.92899,3.4466e+06,0,6.99185e-07,0.267757,1.44157,0.874184
robot,120,120,870,7.25,0.0604167,26,1,7.25976,110,5,0.0659091,0.278846,0.999798,0.389916
Roget,1022,1022,5075,4.96575,0.00485886,22,0,3.62123,1107,2,0.00448578,0.225716,1.1443,0.402581
rotor1,100,100,708,7.08,0.0708,41,1,7.04227,142,5,0.0498592,0.172683,1.00112,0.325075
rotor2,791,791,10685,13.5082,0.0170774,43,1,10.5516,418,22,0.0323163,0.314145,1.10689,0.319563
rw136,136,136,479,3.52206,0.0258975,4,1,0.756996,31,2,0.113615,0.880515,2.10661,0.561456
rw496,496,496,1859,3.74798,0.00755642,4,1,0.581117,61,2,0.0614424,0.936996,3.2429,0.605117
rw5151,5151,5151,20199,3.92137,0.000761284,4,1,0.337622,201,2,0.0195093,0.980344,7.17748,0.64572
S10PI_n,682,682,1633,2.39443,0.00351089,8,1,0.66863,155,3,0.0154479,0.299304,1.39104,0.403913
S10PI_n1,528,528,1317,2.49432,0.00472409,8,0,0.65998,97,3,0.0257146,0.31179,1.53751,0.420033
s1rmq4m1,5489,5489,281111,51.2135,0.00933021,54,13,6.95526,235,63,0.21793,0.948398,3.49834,0.442188
s1rmt3m1,5489,5489,219521,39.9929,0.00728601,42,7,5.18488,229,51,0.174641,0.952212,3.56181,0.43334
S20PI_n,1182,1182,2881,2.43739,0.00206209,12,1,0.653552,171,3,0.0142538,0.203116,1.44323,0.421416
S20PI_n1,1028,1028,2547,2.47763,0.00241014,8,0,0.587222,97,3,0.0255425,0.309703,1.55522,0.434353
s2rmq4m1,5489,5489,281111,51.2135,0.00933021,54,13,6.95526,235,63,0.21793,0.948398,3.49834,0.442188
s2rmt3m1,5489,5489,219521,39.9929,0.00728601,42,7,5.18488,229,51,0.174641,0.952212,3.56181,0.43334
s3dkq4m2,90449,90449,4.82089e+06,53.2996,0.000589277,54,13,3.6303,661,63,0.0806347,0.987029,9.13601,0.456911
s3dkt3m2,90449,90449,3.75346e+06,41.4981,0.000458801,42,7,2.6822,655,51,0.0633559,0.98805,9.42204,0.447297
s3rmq4m1,5489,5489,281111,51.2135,0.00933021,54,13,6.95526,235,63,0.21793,0.948398,3.49834,0.442188
s3rmt3m1,5489,5489,219521,39.9929,0.00728601,42,7,5.18488,229,51,0.174641,0.952212,3.56181,0.43334
s3rmt3m3,5357,5357,207695,38.7708,0.0072374,48,7,7.05805,4737,61,0.00818467,0.807724,2.50042,0.290172
S40PI_n,2182,2182,5341,2.44775,0.00112179,12,1,0.587661,171,3,0.0143144,0.20398,1.49912,0.43429
S40PI_n1,2028,2028,5007,2.46893,0.00121742,8,0,0.545306,97,3,0.0254529,0.308617,1.56622,0.442194
s4dkt3m2,90449,90449,3.75346e+06,41.4981,0.000458801,42,7,2.6822,655,51,0.0633559,0.98805,9.42204,0.447297
S80PI_n,4182,4182,10261,2.45361,0.000586707,12,1,0.546827,171,3,0.0143486,0.204468,1.53519,0.441919
S80PI_n1,4028,4028,9927,2.4645,0.000611842,8,0,0.52256,97,3,0.0254072,0.308062,1.57246,0.446304
Sandi_authors,86,86,248,2.88372,0.0335316,12,1,2.30983,104,0,0.0277281,0.24031,1.08813,0.452632
saylr1,238,238,1128,4.7395,0.0199138,5,3,0.475663,5,5,0.947899,0.947899,3.1289,0.486626
saylr3,1000,1000,3750,3.75,0.00375,7,1,2.01581,7,7,0.535714,0.535714,1.43834,0.348837
saylr4,3564,3564,22316,6.2615,0.00175688,7,3,0.746161,7,7,0.894501,0.894501,1.60234,0.472156
sc2010,181908,181908,893160,4.90995,2.69914e-05,69,1,3.03618,32992,0,0.000148823,0.0711588,1.1986,0.846477
SciMet,3084,3084,10413,3.37646,0.00109483,104,0,6.64946,2395,0,0.0014098,0.032466,0.79349,0.562876
scircuit,170998,170998,958936,5.60788,3.2795e-05,353,1,4.39216,159419,3,3.5177e-05,0.0158863,1.07533,0.405313
sd2010,88360,88360,410722,4.64828,5.26062e-05,79,1,2.42221,18084,0,0.000257038,0.058839,1.22301,0.830108
se,32768,32768,98300,2.99988,9.1549e-05,3,1,0.0156245,32766,2,9.15546e-05,0.999959,189.786,0.375013
semeion_10NN,1593,1593,22226,13.9523,0.0087585,35,10,4.07019,2842,0,0.00490932,0.398637,1.43154,0.359188
Serena,1.39135e+06,1.39135e+06,6.45317e+07,46.3807,3.3335e-05,249,15,9.24594,163157,21,0.00028427,0.186268,1.64021,0.636933
shallow_water1,81920,81920,327680,4,4.88281e-05,4,4,0,1331,5,0.00300526,1,1,0.44127
shallow_water2,81920,81920,327680,4,4.88281e-05,4,4,0,1331,5,0.00300526,1,1,0.44127
shar_te2-b3,200200,200200,800800,4,1.998e-05,4,4,0,336965,0,1.18707e-05,1,1,0.372697
sherman1,1000,1000,3750,3.75,0.00375,7,1,2.01581,7,7,0.535714,0.535714,1.43834,0.348837
sherman2,1080,1080,23094,21.3833,0.0197994,42,1,12.4448,67,43,0.319154,0.509127,1.31708,0.329692
sherman3,5005,5005,20033,4.0026,0.00079972,7,1,2.66329,7,7,0.5718,0.5718,1.22087,0.363787
sherman4,1104,1104,3786,3.42935,0.00310629,7,1,2.52927,7,7,0.489907,0.489907,1.14791,0.328817
sherman5,3312,3312,20793,6.27808,0.00189556,21,1,6.744,29,12,0.216486,0.298956,0.976222,0.342871
shermanACa,3432,3432,25220,7.34848,0.00214117,2498,1,43.3306,5309,1,0.00138416,0.00294175,0.483414,0.372758
shermanACb,18510,18510,145149,7.84165,0.000423644,10405,1,99.9495,26955,1,0.000290916,0.000753643,0.228456,0.38704
shermanACd,6136,6136,53329,8.69117,0.00141642,5181,1,67.9166,10309,1,0.000843066,0.00167751,0.478846,0.357784
ship_001,34920,34920,4.64423e+06,132.996,0.0038086,438,18,55.1994,51411,89,0.00258692,0.303644,1.29765,0.318584
ship_003,121728,121728,8.08603e+06,66.4271,0.000545701,144,18,18.694,7319,23,0.00907598,0.461299,1.53329,0.711146
shipsec1,140874,140874,7.8134e+06,55.4638,0.000393712,102,24,11.0748,10475,11,0.00529487,0.543763,1.1747,0.785789
shipsec5,179860,179860,1.01131e+07,56.2276,0.000312619,126,12,12.0811,7847,11,0.00716549,0.446251,1.17765,0.806972
shipsec8,114919,114919,6.6534e+06,57.8964,0.000503802,132,15,14.2957,9125,25,0.00634481,0.438609,1.26839,0.661817
shl_0,663,663,1687,2.54449,0.00383785,422,1,16.4916,566,0,0.00449557,0.00602961,0.584454,0.539463
shl_200,663,663,1726,2.60332,0.00392657,440,1,17.1007,634,0,0.00410618,0.00591663,0.545987,0.51118
shl_400,663,663,1712,2.5822,0.00389472,426,1,16.5475,641,0,0.0040284,0.00606151,0.524807,0.508436
shock-9,36476,36476,142580,3.90887,0.000107163,4,2,0.309635,1328,2,0.00294343,0.977218,6.36476,0.645991
shuttle_eddy,10429,10429,103599,9.93374,0.000952512,27,4,2.27607,2355,9,0.00421815,0.367916,1.21391,0.469274
shyy161,76480,76480,329762,4.31174,5.63774e-05,6,1,1.25315,7,7,0.615963,0.718624,1.30626,0.381174
shyy41,4720,4720,20042,4.24619,0.000899616,6,1,1.26975,7,7,0.606598,0.707698,1.29105,0.377567
Si10H16,17077,17077,875923,51.2926,0.0030036,393,7,62.7946,9535,13,0.0053794,0.130515,0.976934,0.552169
Si2,769,769,17801,23.1482,0.0301017,61,12,9.03649,1013,13,0.0228512,0.379479,1.35575,0.349408
Si34H36,97569,97569,5.15638e+06,52.8485,0.000541653,494,17,68.9347,31601,13,0.00167237,0.106981,0.976697,0.63705
Si41Ge41H72,185639,185639,1.50113e+07,80.8627,0.000435591,662,13,126.972,58371,13,0.00138532,0.122149,0.930038,0.677907
Si5H12,19896,19896,738598,37.1229,0.00186585,351,14,31.1598,13307,13,0.00278973,0.105763,1.00276,0.495451
Si87H76,240369,240369,1.06616e+07,44.3553,0.00018453,361,17,39.6912,56023,13,0.000791733,0.122868,1.00646,0.655263
Sieber,2290,2290,14873,6.49476,0.00283614,2289,4,67.4708,4579,4,0.00141838,0.00283738,0.991867,0.276725
SiH4,5041,5041,171903,34.101,0.00676472,205,13,32.8301,3975,13,0.00857886,0.166346,1.00851,0.46143
SiNa,5743,5743,198787,34.6138,0.00602713,250,11,32.8184,4389,13,0.00788649,0.138455,1.01335,0.467827
sinc12,7500,7500,294986,39.3315,0.0052442,75,1,22.9511,5061,0,0.00777148,0.52442,1.14003,0.597086
sinc15,11532,11532,568526,49.2999,0.00427505,93,1,28.6397,7674,0,0.00642427,0.530106,1.14496,0.600437
sinc18,16428,16428,973826,59.2784,0.00360838,111,1,34.3186,10827,0,0.00547506,0.53404,1.14848,0.602752
SiO,33401,33401,1.31766e+06,39.4496,0.00118109,584,7,58.0204,16069,13,0.00245501,0.0675506,0.9921,0.552413
SiO2,155331,155331,1.12835e+07,72.6417,0.000467657,2749,15,294.169,61909,13,0.00117336,0.0264248,0.942822,0.633939
sit100,10262,10262,61046,5.94874,0.000579687,10,2,1.60342,8557,1,0.00069519,0.594874,1.54234,0.499536
skirt,12598,12598,196520,15.5993,0.00123824,33,1,6.30962,1583,7,0.00985426,0.472706,1.48949,0.63539
SmaGri,1059,1059,4919,4.64495,0.00438616,232,0,14.7547,985,0,0.00471568,0.0200213,0.673383,0.518102
SmallW,396,396,994,2.5101,0.00633864,147,0,10.9204,287,0,0.008746,0.0170755,0.659576,0.579795
smallworld,100000,100000,999996,9.99996,9.99996e-05,17,5,1.34338,113640,10,8.79968e-05,0.588233,2.26673,0.318847
sme3Da,12504,12504,874887,69.9686,0.00559569,345,24,34.929,24717,5,0.00283079,0.202807,1.16243,0.328107
sme3Db,29067,29067,2.08106e+06,71.5954,0.00246312,345,24,37.0664,57465,5,0.0012459,0.207523,1.16318,0.328229
sme3Dc,42930,42930,3.14866e+06,73.344,0.00170845,405,24,36.9837,84775,5,0.00086516,0.181096,1.17266,0.328647
smt,25710,25710,3.75318e+06,145.981,0.005678,414,52,47.5173,28051,183,0.00520415,0.352612,1.71242,0.299624
soc-Epinions1,75888,75888,508837,6.7051,8.83553e-05,1801,0,26.015,80891,0,8.28906e-05,0.00372299,0.692901,0.484044
soc-LiveJournal1,4.84757e+06,4.84757e+06,6.89938e+07,14.2326,2.93604e-06,20293,0,36.0803,5.8286e+06,0,2.44186e-06,0.000701358,0.725678,0.454055
soc-Pokec,1.6328e+06,1.6328e+06,3.06226e+07,18.7546,1.14861e-05,8763,0,32.1413,2.16239e+06,0,8.67308e-06,0.0021402,0.816066,0.430229
soc-sign-bitcoin-alpha,3783,3783,24186,6.39334,0.00169002,490,0,18.2922,6298,0,0.00101514,0.0130476,0.732842,0.37526
soc-sign-bitcoin-otc,5881,5881,35592,6.05203,0.00102908,763,0,21.0866,7522,0,0.000804578,0.00793189,0.697233,0.438782
soc-sign-epinions,131828,131828,841372,6.38235,4.84142e-05,2070,0,32.9468,195292,0,3.2681e-05,0.00308326,0.672005,0.402996
soc-sign-Slashdot081106,77357,77357,516575,6.67781,8.63245e-05,426,0,23.6926,100320,0,6.6565e-05,0.0156756,0.707794,0.43538
soc-sign-Slashdot090216,81871,81871,545671,6.66501,8.14087e-05,428,0,23.5124,106309,0,6.26947e-05,0.0155725,0.701638,0.435067
soc-sign-Slashdot090221,82144,82144,549202,6.68584,8.13918e-05,428,0,23.5717,106776,0,6.26156e-05,0.0156211,0.701843,0.434808
soc-Slashdot0811,77360,77360,905468,11.7046,0.0001513,2508,0,36.8439,95689,1,0.000122319,0.00466691,0.722992,0.430597
soc-Slashdot0902,82168,82168,948464,11.543,0.00014048,2511,0,36.9179,102080,1,0.000113078,0.00459697,0.717717,0.429377
spaceShuttleEntry_1,560,560,6891,12.3054,0.0219739,517,2,21.7284,601,15,0.0204748,0.0238015,0.84319,0.30624
spaceShuttleEntry_2,1428,1428,24073,16.8578,0.0118052,1323,2,35.0148,1481,25,0.0113827,0.0127421,0.675468,0.285502
spaceShuttleEntry_3,1834,1834,28757,15.6799,0.00854958,1700,2,39.7191,1887,21,0.00830945,0.00922349,0.575329,0.297908
spaceShuttleEntry_4,2450,2450,39669,16.1914,0.00660875,2272,2,45.868,2503,23,0.00646881,0.00712651,0.609616,0.291312
spaceStation_1,99,99,927,9.36364,0.0945822,17,1,5.12757,127,13,0.0737294,0.550802,1.24455,0.282497
spaceStation_10,1272,1272,17478,13.7406,0.0108023,166,1,8.022,487,21,0.0282147,0.0827745,1.31379,0.345462
spaceStation_11,1364,1364,18954,13.8959,0.0101876,178,1,8.08148,511,21,0.0271935,0.0780668,1.30716,0.348374
spaceStation_12,1410,1410,19728,13.9915,0.00992304,184,1,8.12456,523,21,0.0267524,0.0760407,1.31321,0.350025
spaceStation_13,1617,1617,23649,14.6252,0.00904467,211,1,8.51086,579,25,0.0252595,0.0693139,1.29845,0.327656
spaceStation_14,1640,1640,24324,14.8317,0.00904372,214,1,8.69705,587,25,0.025267,0.069307,1.2966,0.330223
spaceStation_2,329,329,5817,17.6809,0.0537412,43,1,8.39805,241,35,0.0733645,0.411183,1.47569,0.27734
spaceStation_3,467,467,5103,10.9272,0.0233987,61,1,5.68584,261,17,0.0418666,0.179134,1.31817,0.324861
spaceStation_4,950,950,13626,14.3432,0.0150981,124,1,7.46614,397,25,0.0361289,0.115671,1.33392,0.319023
spaceStation_5,1019,1019,15219,14.9352,0.0146568,133,1,7.80678,417,25,0.0358159,0.112295,1.35988,0.326949
spaceStation_6,1111,1111,17595,15.8371,0.0142548,145,1,8.38474,445,27,0.035589,0.109221,1.33014,0.32456
spaceStation_7,1134,1134,18252,16.0952,0.0141933,148,1,8.56265,453,27,0.0355303,0.108752,1.32984,0.327528
spaceStation_8,1157,1157,18945,16.3742,0.0141523,151,1,8.76875,461,27,0.035519,0.108439,1.32854,0.330684
spaceStation_9,1180,1180,19674,16.6729,0.0141296,154,1,9.00206,469,29,0.0355499,0.108265,1.36006,0.321313
sparsine,50000,50000,1.54899e+06,30.9798,0.000619595,56,6,11.1545,83265,1,0.000372062,0.55321,1.62288,0.370705
Spectro_10NN,531,531,7422,13.9774,0.0263228,29,10,3.34116,994,0,0.0140618,0.481979,1.57944,0.348197
sphere2,66,66,450,6.81818,0.103306,7,5,0.57496,33,13,0.206612,0.974026,5.96764,0.311556
sphere3,258,258,1794,6.95349,0.0269515,7,5,0.30143,75,9,0.0927132,0.993355,15.2446,0.392137
spiral,1434,1434,18228,12.7113,0.00886422,99,2,20.5452,1017,3,0.0124988,0.128397,0.861204,0.514635
spmsrtls,29995,29995,229947,7.66618,0.000255582,8,4,0.472707,9,9,0.851798,0.958272,2.66961,0.459984
srb1,54924,54924,2.96215e+06,53.9318,0.000981936,270,36,4.90225,26741,63,0.00201682,0.199748,8.53858,0.376809
ss,1.65268e+06,1.65268e+06,3.47536e+07,21.0286,1.2724e-05,43,1,11.2197,1.67579e+06,29,1.25485e-05,0.489038,1.11818,0.294721
ss1,205282,205282,845089,4.11672,2.0054e-05,8,1,2.94978,31743,7,0.000129689,0.51459,1.17521,0.350265
sstmodel,3345,3345,22749,6.8009,0.00203315,18,1,3.96379,303,5,0.0224452,0.377828,1.27816,0.54816
